"corpus_string","Freq"
"gifts",2
"glances",2
"glancing",2
"glare",2
"glaringly",2
"glided",2
"glimmered",2
"glitter",2
"glittering",2
"glorious",2
"glowing",2
"goal",2
"goings",2
"goods",2
"gown",2
"grasping",2
"gravely",2
"gravity",2
"greek",2
"griefs",2
"grievance",2
"grieving",2
"groped",2
"grouse",2
"grumbling",2
"guesses",2
"guessing",2
"guided",2
"gunpowder",2
"guns",2
"gurgling",2
"gush",2
"habits",2
"habituated",2
"hallo",2
"hallooed",2
"handfuls",2
"handsomer",2
"harass",2
"harassed",2
"harassing",2
"hardened",2
"hardness",2
"hateful",2
"hatless",2
"hav",2
"hazard",2
"hazel",2
"headache",2
"headed",2
"headstone",2
"heaps",2
"hearted",2
"hearts",2
"heather",2
"heead",2
"heels",2
"hellish",2
"helpless",2
"hemmed",2
"hence",2
"henceforth",2
"hercules",2
"herd",2
"highly",2
"highway",2
"hindered",2
"hinges",2
"hoarse",2
"hob",2
"holld",2
"honeysuckles",2
"honourable",2
"hopeful",2
"horns",2
"horrible",2
"horrified",2
"hospitable",2
"hostile",2
"houses",2
"howl",2
"howled",2
"hubbub",2
"humours",2
"ignoble",2
"imaginable",2
"imaginary",2
"immediate",2
"immovable",2
"impatience",2
"impelled",2
"impertinence",2
"impertinent",2
"imploring",2
"impose",2
"improve",2
"improved",2
"improvement",2
"impudence",2
"incarnate",2
"inch",2
"inches",2
"incidents",2
"income",2
"incomparably",2
"increase",2
"incurable",2
"indefinite",2
"independent",2
"indignantly",2
"indoors",2
"indulge",2
"infancy",2
"infatuated",2
"inflicting",2
"ingenious",2
"ingratitude",2
"inhabitant",2
"inhospitable",2
"injunction",2
"injure",2
"injustices",2
"ink",2
"insist",2
"inspect",2
"inspiration",2
"instilled",2
"instructed",2
"insults",2
"intent",2
"intently",2
"interference",2
"interfering",2
"interrogatively",2
"interrupting",2
"irrepressible",2
"irresistibly",2
"isolation",2
"issue",2
"itsseln",2
"jerked",2
"john",2
"joint",2
"journeys",2
"joyful",2
"joyfully",2
"jubilee",2
"judges",2
"judging",2
"judicious",2
"jump",2
"jumping",2
"keeper",2
"keeps",2
"kicking",2
"kinder",2
"kitten",2
"knaws",2
"kneel",2
"knives",2
"laboured",2
"labourer",2
"laconic",2
"lambs",2
"lame",2
"lament",2
"lapse",2
"lapwing",2
"larch",2
"largely",2
"lately",2
"latin",2
"lattices",2
"laughter",2
"laying",2
"laziness",2
"lazy",2
"le",2
"leaped",2
"leapt",2
"lethargy",2
"levelled",2
"liberally",2
"liberated",2
"lid",2
"lighting",2
"likeness",2
"likewise",2
"liking",2
"lime",2
"lines",2
"linger",2
"liquid",2
"listless",2
"lo",2
"lobby",2
"longed",2
"longest",2
"loosen",2
"loosened",2
"lot",2
"louder",2
"lovely",2
"lover",2
"lowest",2
"luck",2
"lumber",2
"lurk",2
"luxury",2
"madam",2
"madman",2
"magnanimity",2
"mak",2
"makking",2
"maks",2
"malady",2
"male",2
"malice",2
"manger",2
"manservant",2
"mantle",2
"marriage",2
"marvellous",2
"mary",2
"masses",2
"masters",2
"meadow",2
"medicine",2
"medicines",2
"meditations",2
"melt",2
"mend",2
"mensful",2
"mentally",2
"merited",2
"mice",2
"mighty",2
"milking",2
"minding",2
"miser",2
"missile",2
"missive",2
"missy",2
"mocking",2
"moist",2
"momentary",2
"monument",2
"moods",2
"morose",2
"mortgaged",2
"mortification",2
"moss",2
"motioned",2
"motionless",2
"motive",2
"mounds",2
"mourners",2
"mouthed",2
"mouthful",2
"moves",2
"mucky",2
"mug",2
"muh",2
"multitude",2
"murdered",2
"murderer",2
"na",2
"nah",2
"narrative",2
"nasty",2
"neatly",2
"needed",2
"needful",2
"needless",2
"negligence",2
"negligent",2
"nests",2
"nevertheless",2
"newly",2
"nicer",2
"nod",2
"noiselessly",2
"northern",2
"nostrils",2
"noticing",2
"noting",2
"notions",2
"novelty",2
"obligation",2
"obscure",2
"observation",2
"obvious",2
"oddly",2
"offald",2
"office",2
"offspring",2
"omit",2
"ony",2
"openly",2
"opinion",2
"opposition",2
"oppressor",2
"originally",2
"ornament",2
"ornamented",2
"ours",2
"outcast",2
"outward",2
"overcast",2
"overhead",2
"overhear",2
"overtaking",2
"overwhelmed",2
"owd",2
"pace",2
"paced",2
"pacified",2
"pail",2
"pains",2
"painting",2
"pang",2
"panting",2
"parent",2
"parson",2
"partial",2
"parties",2
"parting",2
"partner",2
"pausing",2
"paved",2
"payment",2
"peat",2
"pebbles",2
"peeped",2
"peering",2
"peevishly",2
"peevishness",2
"pen",2
"pencil",2
"pensive",2
"perdition",2
"peremptorily",2
"perforce",2
"performed",2
"permanent",2
"perplex",2
"perspiration",2
"persuading",2
"pertinacious",2
"perusing",2
"perverse",2
"petted",2
"petulance",2
"petulantly",2
"pick",2
"pictured",2
"picturing",2
"piercing",2
"pigeon",2
"pigeons",2
"pilgrim",2
"pinch",2
"pining",2
"pitch",2
"plaguing",2
"plainer",2
"planning",2
"plans",2
"plant",2
"plantation",2
"planted",2
"plants",2
"pleasantest",2
"pledge",2
"pledged",2
"pluck",2
"plucked",2
"pointing",2
"polished",2
"pondered",2
"porter",2
"portraits",2
"positions",2
"possesses",2
"pounds",2
"powerfully",2
"powerless",2
"praised",2
"praising",2
"pre",2
"preceded",2
"preceding",2
"precisely",2
"preferable",2
"preference",2
"premises",2
"presentable",2
"presents",2
"pretence",2
"prevail",2
"prevailing",2
"primroses",2
"principal",2
"prior",2
"proceedings",2
"prompt",2
"promptly",2
"pronounce",2
"pronounced",2
"proofs",2
"propitiate",2
"proposal",2
"providence",2
"provokingly",2
"prudence",2
"prudently",2
"prying",2
"puling",2
"pulpit",2
"pupil",2
"puppies",2
"purgatory",2
"purple",2
"purposely",2
"purposes",2
"qualm",2
"quantities",2
"quantity",2
"quelled",2
"quest",2
"questioned",2
"quieter",2
"quiver",2
"rabbits",2
"rained",2
"raining",2
"rainy",2
"rake",2
"rang",2
"ranged",2
"rappings",2
"rapt",2
"rarely",2
"rash",2
"rationally",2
"ravings",2
"ray",2
"rear",2
"reasonable",2
"rebuke",2
"rebuked",2
"recess",2
"reckoned",2
"recognition",2
"recollecting",2
"recommend",2
"recommended",2
"recompense",2
"reconciliation",2
"recurring",2
"reduce",2
"refrained",2
"refusal",2
"refusing",2
"regained",2
"regularly",2
"reiterated",2
"rejected",2
"rejoice",2
"rekindle",2
"relations",2
"relationship",2
"relent",2
"relented",2
"relentless",2
"relieving",2
"religious",2
"relinquished",2
"remarking",2
"remarks",2
"remembering",2
"removal",2
"repaid",2
"repelled",2
"repented",2
"replies",2
"represented",2
"reproached",2
"reprobate",2
"reproofs",2
"reproved",2
"resembles",2
"resent",2
"reserve",2
"resided",2
"resisted",2
"resolutely",2
"resolve",2
"resolving",2
"resort",2
"resources",2
"response",2
"restoring",2
"result",2
"retaining",2
"retaliate",2
"retaliation",2
"retreating",2
"returns",2
"reveal",2
"revelation",2
"reverend",2
"reviving",2
"ribs",2
"righteous",2
"rights",2
"rings",2
"riot",2
"rises",2
"rival",2
"riven",2
"robbing",2
"rocked",2
"rocks",2
"roll",2
"rolled",2
"rolling",2
"romance",2
"roughness",2
"rubbed",2
"rubbing",2
"rue",2
"ruffianly",2
"rumour",2
"rushing",2
"rustle",2
"rustling",2
"sacrifice",2
"saints",2
"sand",2
"saucer",2
"saved",2
"scandal",2
"scarlet",2
"scented",2
"scholar",2
"score",2
"scorning",2
"scowled",2
"screaming",2
"screwed",2
"scripture",2
"scruple",2
"scruples",2
"secluded",2
"seconds",2
"securing",2
"security",2
"seeght",2
"seeming",2
"seemingly",2
"seizing",2
"sends",2
"sensations",2
"separated",2
"september",2
"series",2
"services",2
"seventeen",2
"severely",2
"shabby",2
"shade",2
"shaggy",2
"shaken",2
"shamefully",2
"shape",2
"shaped",2
"shared",2
"shattered",2
"shedding",2
"sheer",2
"sheet",2
"shelf",2
"shine",2
"shiver",2
"shocking",2
"shooting",2
"shout",2
"shoved",2
"shrieking",2
"shrink",2
"shudder",2
"shuddered",2
"shudders",2
"shuffling",2
"signed",2
"signified",2
"signing",2
"simply",2
"sincere",2
"singers",2
"singularly",2
"sinners",2
"sisters",2
"sits",2
"sizes",2
"skill",2
"skulked",2
"skull",2
"slate",2
"slaves",2
"sleeper",2
"sleeps",2
"sleet",2
"slid",2
"sliding",2
"slighter",2
"slightly",2
"slights",2
"slippers",2
"slop",2
"slovenly",2
"slumber",2
"slung",2
"sly",2
"smelling",2
"smoothing",2
"smote",2
"snail",2
"snap",2
"snatch",2
"snatching",2
"sneered",2
"sneering",2
"sneeringly",2
"snivelling",2
"soart",2
"sociable",2
"social",2
"softer",2
"softness",2
"soldered",2
"soliloquy",2
"soothing",2
"sore",2
"sorrowful",2
"sough",2
"souls",2
"sounding",2
"sounds",2
"spake",2
"sparer",2
"sparkled",2
"sparks",2
"speaks",2
"spears",2
"speechless",2
"speed",2
"spelling",2
"spends",2
"sperrit",2
"spider",2
"spies",2
"spirited",2
"spitefully",2
"spitting",2
"spleen",2
"spoonful",2
"spots",2
"spreading",2
"springing",2
"springs",2
"spy",2
"squares",2
"squire",2
"staggered",2
"stalled",2
"stamped",2
"stamping",2
"stark",2
"startled",2
"startling",2
"stated",2
"stealthily",2
"steel",2
"steep",2
"stepping",2
"stifled",2
"stockings",2
"stool",2
"straggling",2
"strangled",2
"stricken",2
"strict",2
"striving",2
"stroke",2
"stroked",2
"stubborn",2
"stupidity",2
"subdue",2
"substantial",2
"succeed",2
"success",2
"suffers",2
"suitable",2
"sulkily",2
"sulking",2
"sullenly",2
"summons",2
"sundays",2
"sundry",2
"sung",2
"supplications",2
"supporting",2
"suppressed",2
"suppressing",2
"surface",2
"surname",2
"surprising",2
"surrendered",2
"survey",2
"surviving",2
"suspect",2
"suspecting",2
"suspicion",2
"suspicions",2
"suspiciously",2
"swallow",2
"swallowing",2
"swears",2
"sweat",2
"sweetheart",2
"swelled",2
"swinging",2
"sworn",2
"sympathised",2
"sympathising",2
"symptoms",2
"talks",2
"tartly",2
"tastes",2
"teaching",2
"tempest",2
"tempt",2
"tempting",2
"termed",2
"termination",2
"terrier",2
"terrify",2
"text",2
"thanked",2
"thereat",2
"thief",2
"thirsty",2
"thirty",2
"thither",2
"thorn",2
"thoughtless",2
"thowt",2
"thrash",2
"threaten",2
"threatens",2
"thrive",2
"thur",2
"thwart",2
"thwarting",2
"tie",2
"tight",2
"timidly",2
"tin",2
"toast",2
"token",2
"tolerable",2
"tongues",2
"tool",2
"tooth",2
"topic",2
"tore",2
"torrent",2
"tossed",2
"tossing",2
"totter",2
"touchiness",2
"tough",2
"traces",2
"trampled",2
"transformation",2
"transgressions",2
"transient",2
"traversed",2
"tread",2
"treasures",2
"trepidation",2
"trick",2
"trifling",2
"troubling",2
"trousers",2
"tut",2
"twinkling",2
"twitched",2
"tying",2
"type",2
"tyrannical",2
"ugly",2
"umbrella",2
"unaccompanied",2
"unchained",2
"unchristian",2
"uncommonly",2
"unconscious",2
"uncontrollable",2
"uncultivated",2
"underground",2
"underlings",2
"underneath",2
"undress",2
"undressed",2
"unearthly",2
"uneasiness",2
"ungrateful",2
"universal",2
"unknown",2
"unlikely",2
"unluckily",2
"unobserved",2
"unreasonable",2
"unspeakable",2
"unusual",2
"unwilling",2
"upper",2
"upright",2
"upset",2
"urging",2
"usurped",2
"usurper",2
"ut",2
"utensils",2
"vagabond",2
"valued",2
"vanquished",2
"vapid",2
"varied",2
"varying",2
"vastly",2
"venomous",2
"verse",2
"vexation",2
"victuals",2
"viewing",2
"vigilance",2
"vigilant",2
"vile",2
"villagers",2
"vis",2
"vision",2
"visitors",2
"vivacity",2
"vocations",2
"vowed",2
"vowing",2
"vulgar",2
"wading",2
"wager",2
"wakes",2
"wan",2
"wanderings",2
"warned",2
"washing",2
"wasn",2
"weakling",2
"wealthy",2
"weaned",2
"wearied",2
"weight",2
"welcoming",2
"weren",2
"wetted",2
"whence",2
"whereas",2
"whey",2
"whim",2
"whims",2
"whining",2
"whinstone",2
"whitened",2
"wholesome",2
"wickedly",2
"wicket",2
"widow",2
"wildness",2
"wilful",2
"windings",2
"wing",2
"winning",2
"wipe",2
"wiping",2
"wisdom",2
"wise",2
"witched",2
"withhold",2
"witnessing",2
"wolf",2
"women",2
"worldly",2
"worn",2
"worried",2
"wrapped",2
"wreath",2
"writhe",2
"writhed",2
"writhing",2
"wrongs",2
"wur",2
"yawned",2
"yawning",2
"yearned",2
"yell",2
"yerseln",2
"yester",2
"yesternight",2
"yielding",2
"youthful",2
"1500",1
"1778",1
"1801",1
"1802",1
"abaht",1
"abandon",1
"abandonment",1
"abashed",1
"abduction",1
"abetted",1
"abhorrence",1
"abhors",1
"abjured",1
"abrupt",1
"absented",1
"absolve",1
"absolved",1
"absorbing",1
"abstaining",1
"abstinence",1
"abstract",1
"abstraction",1
"absurdities",1
"abundant",1
"abused",1
"abusing",1
"accede",1
"accepting",1
"accidental",1
"accommodate",1
"accommodated",1
"accommodation",1
"accompanying",1
"accomplice",1
"accordingly",1
"accosted",1
"accumulations",1
"accuse",1
"accused",1
"accusing",1
"ache",1
"acknowledge",1
"acquainting",1
"acquiesce",1
"acquired",1
"acquirements",1
"acquisition",1
"acquisitions",1
"activity",1
"actuate",1
"adhere",1
"adieux",1
"adjourned",1
"adjuration",1
"administer",1
"admirable",1
"admission",1
"admitted",1
"admonition",1
"ado",1
"adopt",1
"adoration",1
"adored",1
"adrift",1
"adroitly",1
"adventures",1
"adversary",1
"adviser",1
"advising",1
"afeard",1
"affect",1
"affectation",1
"affecting",1
"affirmation",1
"affirmations",1
"afflict",1
"affliction",1
"afterthought",1
"agait",1
"agent",1
"aggravating",1
"aggravation",1
"aggressor",1
"agility",1
"agitated",1
"ague",1
"ahr",1
"aided",1
"ail",1
"alacrity",1
"alienation",1
"alike",1
"allayed",1
"alleviation",1
"alley",1
"allies",1
"allowing",1
"allusion",1
"almanack",1
"alms",1
"aloof",1
"alterations",1
"altering",1
"alternately",1
"ambassadress",1
"amber",1
"america",1
"american",1
"amount",1
"amounted",1
"amounting",1
"ample",1
"anatomy",1
"anecdote",1
"anecdotes",1
"angered",1
"angle",1
"animals",1
"annie",1
"annoying",1
"annum",1
"answers",1
"antique",1
"apart",1
"apartments",1
"ape",1
"appal",1
"appearing",1
"applause",1
"applying",1
"approbation",1
"approval",1
"approved",1
"apt",1
"arabian",1
"arc",1
"arched",1
"archer",1
"architect",1
"ardently",1
"ardour",1
"area",1
"argued",1
"arguments",1
"arid",1
"arises",1
"arn",1
"aroused",1
"arrive",1
"arriving",1
"arrogance",1
"arrows",1
"artery",1
"artful",1
"artillery",1
"artist",1
"ascertained",1
"ascertaining",1
"ash",1
"askance",1
"aspirations",1
"aspiring",1
"ass",1
"assailant",1
"assassin",1
"assembly",1
"assent",1
"asserting",1
"asses",1
"asseverated",1
"assiduity",1
"assiduously",1
"assistant",1
"assistants",1
"assisting",1
"associate",1
"associated",1
"associates",1
"assume",1
"assurances",1
"assuredly",1
"assuring",1
"astir",1
"astonishing",1
"asylum",1
"atlantic",1
"atmospheric",1
"atom",1
"atoms",1
"attacked",1
"attain",1
"attained",1
"attaining",1
"attainments",1
"attenuated",1
"attire",1
"attitude",1
"attractions",1
"attractive",1
"attribute",1
"attributes",1
"atween",1
"audacity",1
"audience",1
"austere",1
"author",1
"authoritative",1
"authoritatively",1
"automatons",1
"auxiliary",1
"availed",1
"avarice",1
"avaricious",1
"averred",1
"avert",1
"averting",1
"avoiding",1
"avoids",1
"awakens",1
"awfully",1
"awkwardly",1
"awn",1
"awoke",1
"babies",1
"babyish",1
"bacca",1
"backed",1
"bahn",1
"baht",1
"bairnies",1
"bairns",1
"bait",1
"baiting",1
"baking",1
"balance",1
"balancing",1
"ball",1
"ban",1
"band",1
"bane",1
"banged",1
"banish",1
"banning",1
"baptists",1
"barefoot",1
"bargain",1
"bargin",1
"barrel",1
"barren",1
"barthens",1
"basely",1
"basement",1
"baseness",1
"bashfully",1
"bashfulness",1
"basilisk",1
"basins",1
"basked",1
"bass",1
"bassoons",1
"bathed",1
"bathos",1
"battle",1
"battledores",1
"bay",1
"beacon",1
"beaded",1
"beamless",1
"beard",1
"bearishly",1
"beating",1
"beaver",1
"becks",1
"beclouded",1
"becomes",1
"becoming",1
"bedclothes",1
"bedstead",1
"bedtime",1
"beef",1
"bees",1
"befall",1
"befallen",1
"befriend",1
"beggarly",1
"beggars",1
"begging",1
"beginner",1
"beguile",1
"beguiled",1
"behaving",1
"behest",1
"beings",1
"belie",1
"belied",1
"belief",1
"believing",1
"bells",1
"beloved",1
"benches",1
"benefactor",1
"beneficent",1
"benefiting",1
"benevolence",1
"benevolent",1
"benign",1
"benumbed",1
"bequeath",1
"bequeathed",1
"bereavement",1
"berry",1
"beseech",1
"beseeching",1
"besetting",1
"besought",1
"bespeak",1
"bespoke",1
"bestir",1
"bestirring",1
"betook",1
"betrayed",1
"betrayer",1
"bevy",1
"bewail",1
"bewilderment",1
"bewilders",1
"bewitched",1
"bibles",1
"bigger",1
"bilberries",1
"bilberry",1
"billowy",1
"binding",1
"birches",1
"birthday",1
"bite",1
"biter",1
"biting",1
"blackbirds",1
"blacker",1
"blackhorse",1
"blamable",1
"blaming",1
"blanker",1
"blasphemer",1
"blazing",1
"bled",1
"bleed",1
"bleeds",1
"blended",1
"blending",1
"blight",1
"blighted",1
"blightingly",1
"blindman",1
"blinds",1
"blissfully",1
"blisters",1
"blooded",1
"bloody",1
"bloomed",1
"blooming",1
"blossom",1
"blossomed",1
"blown",1
"blubbering",1
"bludgeon",1
"bluebells",1
"bluff",1
"blunder",1
"blush",1
"blustered",1
"board",1
"boast",1
"boastful",1
"boastfully",1
"boding",1
"boil",1
"boiled",1
"boldness",1
"bonds",1
"bonnetless",1
"bony",1
"border",1
"bordering",1
"borders",1
"borrowing",1
"bothered",1
"boundless",1
"bountiful",1
"boxes",1
"boyhood",1
"brach",1
"bracing",1
"bran",1
"branching",1
"branded",1
"brass",1
"brave",1
"braved",1
"bravely",1
"brazened",1
"breakfasts",1
"breaks",1
"breathlessly",1
"breaths",1
"breead",1
"breeches",1
"breeding",1
"brethren",1
"bribed",1
"bride",1
"bridegroom",1
"bridles",1
"briefly",1
"brighter",1
"brightness",1
"brim",1
"brimful",1
"brimmed",1
"brindled",1
"brings",1
"brink",1
"brisk",1
"bristling",1
"brooad",1
"brooken",1
"brothers",1
"browed",1
"bruises",1
"brushes",1
"brushing",1
"brusts",1
"brutality",1
"brutishness",1
"budded",1
"buff",1
"bugbear",1
"bulk",1
"bundled",1
"buoyant",1
"burial",1
"buries",1
"burnished",1
"burnt",1
"bursts",1
"bustling",1
"cabinet",1
"caint",1
"calmness",1
"cambric",1
"camels",1
"canary",1
"candid",1
"candlelight",1
"canister",1
"cannibal",1
"canst",1
"canter",1
"canty",1
"caper",1
"capering",1
"caprice",1
"caps",1
"captain",1
"captured",1
"caravan",1
"carcass",1
"cards",1
"caressed",1
"caricature",1
"caring",1
"carrion",1
"cartwheels",1
"carve",1
"casements",1
"castle",1
"catechised",1
"catechism",1
"catgut",1
"catherines",1
"cautions",1
"cawlf",1
"cease",1
"ceiling",1
"cemented",1
"centipede",1
"century",1
"certainty",1
"chagrin",1
"champion",1
"chandelier",1
"channel",1
"chaplain",1
"charitably",1
"charmed",1
"chart",1
"chased",1
"chastened",1
"chastise",1
"chastisement",1
"chat",1
"cheap",1
"cheat",1
"cheating",1
"cheerfulness",1
"cheese",1
"cherishing",1
"cherub",1
"chevy",1
"chicken",1
"chide",1
"chided",1
"childer",1
"chillness",1
"chills",1
"chimbley",1
"chimed",1
"china",1
"chinks",1
"chipping",1
"chirping",1
"chivalrous",1
"choke",1
"chooses",1
"choosing",1
"chord",1
"chosen",1
"chozzen",1
"christendom",1
"chrustmas",1
"chuck",1
"chucked",1
"chuckled",1
"churl",1
"churlish",1
"cipher",1
"circuit",1
"civilised",1
"civilities",1
"civilized",1
"claimant",1
"clamber",1
"clambered",1
"clambering",1
"clamorous",1
"clamorously",1
"clamour",1
"clane",1
"clapped",1
"clarionets",1
"clasp",1
"clause",1
"claws",1
"clay",1
"cleaner",1
"cleaning",1
"clearing",1
"cleaved",1
"clefts",1
"clenching",1
"clergy",1
"cleverly",1
"climax",1
"climbing",1
"clinging",1
"cloaks",1
"cloes",1
"cloised",1
"cloudless",1
"cloudlessly",1
"clowns",1
"clubs",1
"clump",1
"clusters",1
"clutched",1
"coach",1
"coarseness",1
"coast",1
"coax",1
"coaxed",1
"cobweb",1
"cock",1
"cockatrice",1
"coffins",1
"cogitating",1
"cogitations",1
"coldly",1
"colds",1
"collar",1
"collected",1
"collection",1
"colourless",1
"colts",1
"column",1
"comb",1
"combatants",1
"combine",1
"combing",1
"comed",1
"comer",1
"comforting",1
"comfortless",1
"commanded",1
"commands",1
"commendation",1
"commenting",1
"comments",1
"comminations",1
"commissioned",1
"commit",1
"committing",1
"commonest",1
"commonly",1
"communion",1
"compactly",1
"companionable",1
"comparatively",1
"compassionate",1
"compensation",1
"competent",1
"complacent",1
"complacently",1
"complainings",1
"complaint",1
"complexioned",1
"complied",1
"compliment",1
"composing",1
"composition",1
"compound",1
"compounded",1
"compounds",1
"comprehends",1
"compressing",1
"compulsory",1
"con",1
"concealing",1
"conceals",1
"conceived",1
"concentrate",1
"concentrated",1
"concernedly",1
"concessions",1
"concourse",1
"condensed",1
"condescend",1
"condescendingly",1
"condoled",1
"condolences",1
"conducting",1
"cones",1
"confessed",1
"confessions",1
"confide",1
"confiding",1
"confine",1
"confirming",1
"conflagration",1
"conflict",1
"confluence",1
"congratulating",1
"congratulation",1
"connect",1
"conned",1
"conquered",1
"consciously",1
"consecrated",1
"consisted",1
"conspire",1
"constable",1
"constancy",1
"constrained",1
"constructed",1
"consulting",1
"consuming",1
"contaminate",1
"contemplate",1
"contemplated",1
"contemplation",1
"contentedly",1
"continent",1
"contort",1
"contracted",1
"contradiction",1
"contrariety",1
"contributed",1
"contributes",1
"contributing",1
"contributions",1
"contrite",1
"contrivances",1
"contrives",1
"convalescent",1
"convenience",1
"convenient",1
"conveniently",1
"conversant",1
"conversations",1
"converse",1
"conversing",1
"converting",1
"convulsively",1
"cooked",1
"cookery",1
"cooks",1
"coolness",1
"copestone",1
"copper",1
"coquette",1
"cord",1
"cordiality",1
"corpses",1
"correction",1
"correspond",1
"corresponding",1
"corroborating",1
"corroboration",1
"costly",1
"cot",1
"coughs",1
"counsellor",1
"counted",1
"countenances",1
"counter",1
"counteract",1
"counterpart",1
"coupled",1
"coursed",1
"cowards",1
"cowed",1
"coxcomb",1
"cracked",1
"cracking",1
"crackling",1
"crackly",1
"cradle",1
"craft",1
"cram",1
"crammed",1
"cramming",1
"cranky",1
"crash",1
"crater",1
"craters",1
"creak",1
"create",1
"created",1
"creating",1
"creditor",1
"credulity",1
"crescents",1
"crestfallen",1
"crew",1
"cringing",1
"croaked",1
"croaker",1
"croaking",1
"croaks",1
"cropped",1
"cropping",1
"crops",1
"crosser",1
"crosses",1
"crossest",1
"crouched",1
"crowded",1
"crown",1
"crowner",1
"crumbling",1
"crushing",1
"crust",1
"cub",1
"cuckoo",1
"cuckoos",1
"cud",1
"cudgel",1
"cuffed",1
"culinary",1
"cullenders",1
"culpable",1
"culpably",1
"culprit",1
"cultivate",1
"cultivation",1
"cunningly",1
"cups",1
"cur",1
"curbed",1
"currently",1
"curs",1
"curtainless",1
"customary",1
"cutters",1
"cynic",1
"dacent",1
"dad",1
"dahn",1
"daintiness",1
"dairymaid",1
"dairywoman",1
"damper",1
"damsel",1
"dancing",1
"dangerous",1
"dappled",1
"dares",1
"darlings",1
"darnut",1
"darting",1
"dastardly",1
"dated",1
"daubed",1
"daunted",1
"daylight",1
"deadens",1
"dealing",1
"dearly",1
"dearth",1
"deathbed",1
"deathlike",1
"deaved",1
"debased",1
"debts",1
"decamp",1
"decanter",1
"decayed",1
"deceit",1
"deceitful",1
"deceiver",1
"deceiving",1
"decide",1
"decidedly",1
"decipher",1
"decked",1
"declare",1
"decorum",1
"decoying",1
"dee",1
"deead",1
"deem",1
"deepened",1
"default",1
"defeat",1
"defective",1
"defence",1
"defended",1
"defending",1
"defensive",1
"deferred",1
"defiance",1
"deficiencies",1
"deficiency",1
"defied",1
"defies",1
"definite",1
"deformed",1
"defyingly",1
"degenerates",1
"degraded",1
"deigned",1
"deity",1
"dejected",1
"delectably",1
"delegated",1
"delf",1
"delightedly",1
"delighting",1
"delights",1
"deliriously",1
"dells",1
"delude",1
"deluge",1
"delusive",1
"delve",1
"demolished",1
"demon",1
"demons",1
"demurely",1
"denomination",1
"denounce",1
"dens",1
"denying",1
"depended",1
"dependence",1
"deplorable",1
"deportment",1
"depreciated",1
"depreciation",1
"depression",1
"depressions",1
"deprive",1
"deranged",1
"derangement",1
"derelictions",1
"deriding",1
"derived",1
"derives",1
"desarve",1
"descendant",1
"described",1
"describing",1
"description",1
"descriptive",1
"desert",1
"desertion",1
"designed",1
"desirable",1
"desisted",1
"desisting",1
"desolate",1
"despaired",1
"despairing",1
"despatch",1
"despond",1
"despot",1
"dessert",1
"destination",1
"destined",1
"destitute",1
"destroyed",1
"destroying",1
"details",1
"detainer",1
"detention",1
"determination",1
"deuce",1
"devastate",1
"devastation",1
"devotedly",1
"devoured",1
"devouring",1
"dew",1
"dewy",1
"diamond",1
"diamonds",1
"diary",1
"dice",1
"dictating",1
"dictionary",1
"didst",1
"dies",1
"differ",1
"differing",1
"digest",1
"digging",1
"dilapidation",1
"dilatory",1
"diligence",1
"diminishing",1
"dimmed",1
"dinnertime",1
"dins",1
"dip",1
"dips",1
"directs",1
"dirtily",1
"disadvantage",1
"disadvantages",1
"disagreeably",1
"disagreements",1
"disappearance",1
"disapprovingly",1
"disarm",1
"disarmed",1
"disarrange",1
"disarrangement",1
"discarded",1
"discharge",1
"discharged",1
"discipline",1
"disclosure",1
"discomfited",1
"discomfiture",1
"discord",1
"discoursing",1
"discoverer",1
"discovery",1
"discreet",1
"discretion",1
"disdainfully",1
"disdaining",1
"disease",1
"disenchanted",1
"disengaged",1
"disgraces",1
"disguised",1
"disguising",1
"dish",1
"dishcloth",1
"disinclined",1
"dislikes",1
"dismally",1
"dismissal",1
"dismisses",1
"dismounting",1
"disordered",1
"disorderly",1
"disown",1
"disowned",1
"disparagement",1
"disparity",1
"displaced",1
"displacing",1
"display",1
"displaying",1
"displays",1
"disposal",1
"dispositions",1
"disputant",1
"disputed",1
"disputes",1
"disquietude",1
"disregarded",1
"disrelish",1
"disrespect",1
"dissented",1
"dissimilar",1
"dissipation",1
"dissolve",1
"dissolved",1
"dissolving",1
"distract",1
"distracted",1
"distraught",1
"distressing",1
"district",1
"disturber",1
"diurnal",1
"diversions",1
"divested",1
"divide",1
"division",1
"dizzily",1
"dizzy",1
"documents",1
"dogged",1
"dolefully",1
"domestics",1
"domineer",1
"donning",1
"doorstones",1
"dose",1
"dot",1
"dote",1
"dotes",1
"dots",1
"dotted",1
"doubtingly",1
"dour",1
"downcast",1
"downmost",1
"downs",1
"dozing",1
"draughts",1
"drawers",1
"drawling",1
"dreading",1
"drench",1
"drenched",1
"drier",1
"dripped",1
"drizzle",1
"droll",1
"drowsiness",1
"drowsy",1
"duller",1
"duly",1
"dungeon",1
"dunnock",1
"dunnot",1
"duration",1
"durst",1
"duster",1
"dusters",1
"dusting",1
"dutiful",1
"dwarf",1
"dwell",1
"dwelt",1
"dwindling",1
"e",1
"earned",1
"earning",1
"earshot",1
"earthenware",1
"earthy",1
"easter",1
"eatable",1
"eats",1
"eavesdropper",1
"eavesdroppers",1
"eccentric",1
"echo",1
"edges",1
"edition",1
"ee",1
"een",1
"effected",1
"effeminate",1
"efficient",1
"efficiently",1
